model,precision,recall,mAP@0.5,timestamp
yolov5,0.07664860793909732,1.0,7.664860793909732,2025-11-03_21:07:03
yolov5,0.07664860793909732,1.0,7.664860793909732,2025-11-03_21:08:46
yolov5,0.596,0.577,55.60000000000001,2025-11-03_21:16:56
yolov5,0.596,0.577,55.60000000000001,2025-11-03_22:26:27
yolov5,0.596,0.577,55.60000000000001,2025-11-05_13:30:06
yolov5,0.596,0.577,55.60000000000001,2025-11-05_15:30:56
yolov5,0.596,0.577,55.60000000000001,2025-11-05_15:50:43
